Date,1,2,3,4,5,6,7,8,9
2023-04-03,0,0,7,0,14,0,9,4,6
2023-04-04,1,1,4,2,28,3,14,16,4
2023-04-05,0,1,0,0,13,0,2,6,0
2023-04-06,0,11,0,2,35,1,5,9,1
2023-04-07,3,2,0,2,32,0,15,5,3
2023-04-08,0,0,0,0,1,0,3,0,0
2023-04-09,0,1,7,1,13,1,11,8,1
2023-04-10,0,0,4,0,6,3,0,0,0
2023-04-11,0,2,2,1,42,11,24,10,22
2023-04-12,0,0,0,6,14,11,2,8,6
2023-04-13,0,0,2,13,18,3,10,8,2
2023-04-14,0,0,2,2,36,6,14,12,11
2023-04-15,0,0,0,0,0,0,0,0,0
2023-04-16,0,2,4,0,17,3,4,3,0
2023-04-17,0,0,2,8,4,9,11,11,0
2023-04-18,0,5,0,1,5,0,11,1,5
2023-04-19,0,0,4,0,10,0,12,7,0
2023-04-20,0,0,1,3,24,0,14,4,6
2023-04-21,0,0,0,3,18,1,12,6,2
2023-04-22,0,0,3,2,20,0,11,2,0
2023-04-23,0,2,1,4,20,2,15,1,3
2023-04-24,0,0,0,0,16,1,3,4,6
2023-04-25,0,2,4,2,22,6,7,11,4
2023-04-26,0,4,2,5,28,3,5,4,2
2023-04-27,0,0,3,3,10,4,6,7,5
2023-04-28,0,0,0,0,2,1,1,2,0
2023-04-29,0,0,0,0,11,3,1,8,6
2023-04-30,4,1,3,4,18,0,8,6,2
2023-05-01,0,0,2,1,9,0,7,11,0
2023-05-02,0,0,1,2,9,0,17,6,8
2023-05-03,0,0,6,0,21,5,11,2,2
2023-05-04,0,0,0,5,12,1,0,2,1
2023-05-05,0,0,4,1,9,3,7,2,0
2023-05-06,0,0,2,0,9,3,7,8,9
2023-05-07,0,2,3,5,16,9,7,23,6
2023-05-08,0,1,6,0,15,3,8,3,0
2023-05-09,0,0,7,2,5,7,4,5,3
2023-05-10,0,0,3,0,13,4,1,1,4
2023-05-11,0,0,4,1,8,5,10,2,0
2023-05-12,0,0,2,12,9,6,5,6,2
2023-05-13,0,0,4,0,4,7,22,15,0
2023-05-14,0,0,0,2,32,4,41,15,14
2023-05-15,0,0,0,0,3,0,13,3,4
2023-05-16,0,1,0,0,20,1,14,6,0
2023-05-17,6,1,0,2,6,2,7,0,2
2023-05-18,0,2,1,0,14,4,13,9,5
2023-05-19,0,5,1,0,15,1,18,11,0
2023-05-20,3,2,0,0,5,0,10,0,3
2023-05-21,0,3,0,3,12,0,12,4,3
2023-05-22,0,0,2,0,45,4,23,31,16
2023-05-23,0,0,7,0,17,0,13,4,10
2023-05-24,2,0,0,0,6,2,19,12,4
2023-05-25,0,0,1,0,15,2,8,5,5
2023-05-26,0,0,2,4,24,0,15,11,0
2023-05-27,0,0,0,0,3,5,0,17,5
2023-05-28,0,0,0,0,4,2,5,6,3
2023-05-29,0,0,0,2,8,0,6,1,2
2023-05-30,0,5,0,5,43,4,9,17,2
2023-05-31,0,0,9,2,25,0,1,13,7
2023-06-01,0,4,10,4,18,4,24,6,5
2023-06-02,0,2,6,4,28,9,28,11,3
2023-06-03,0,0,0,0,10,0,5,0,0
2023-06-04,2,2,4,12,20,8,17,32,0
2023-06-05,0,0,0,2,28,1,11,17,14
2023-06-06,0,0,0,3,19,3,15,2,6
2023-06-07,0,0,0,0,20,2,12,9,1
2023-06-08,0,1,2,5,24,7,13,6,6
2023-06-09,0,0,4,4,8,0,9,20,10
2023-06-10,0,0,0,0,8,2,1,0,1
2023-06-11,0,0,0,3,36,5,4,7,8
2023-06-12,0,0,5,5,13,2,7,15,3
2023-06-13,0,0,5,2,25,1,4,17,9
2023-06-14,4,4,6,2,22,0,12,10,2
2023-06-15,0,0,1,2,1,1,4,13,6
2023-06-16,0,1,0,3,25,3,8,15,26
2023-06-17,0,0,0,4,8,0,4,1,0
2023-06-18,0,0,0,2,3,6,0,2,0
2023-06-19,0,2,3,4,13,8,9,7,6
2023-06-20,0,0,9,3,19,3,27,11,7
2023-06-21,0,1,4,3,12,2,19,11,16
2023-06-22,0,0,0,0,23,7,2,0,0
2023-06-23,0,0,0,0,11,0,8,1,1
2023-06-24,0,0,4,0,18,2,14,13,3
2023-06-25,0,0,0,15,20,0,16,13,6
2023-06-26,0,0,7,6,15,0,7,6,2
2023-06-27,0,0,0,2,5,5,7,7,9
2023-06-28,0,0,3,6,18,0,15,5,4
2023-06-29,0,0,0,5,12,1,9,11,2
2023-06-30,0,0,0,8,5,2,1,2,0
2023-07-01,0,0,1,2,12,4,0,4,2
2023-07-02,0,0,8,4,9,3,5,16,5
2023-07-03,0,0,1,0,0,4,5,1,4
2023-07-04,0,0,3,0,5,12,14,0,0
2023-07-05,0,0,6,2,21,6,14,14,1
2023-07-06,1,0,0,1,4,0,5,1,0
2023-07-07,0,5,2,1,10,4,12,11,4
2023-07-08,0,1,0,1,9,3,20,4,6
2023-07-09,0,12,12,5,5,2,2,10,4
2023-07-10,0,0,4,3,15,10,27,24,14
2023-07-11,1,0,6,3,11,0,7,12,0
2023-07-12,0,0,1,0,15,4,21,17,13
2023-07-13,0,0,0,4,17,8,7,6,3
2023-07-14,0,0,0,4,18,1,0,9,0
2023-07-15,0,5,3,4,6,4,18,6,1
2023-07-16,0,0,6,4,18,7,22,8,10
2023-07-17,0,2,3,0,22,8,3,7,2
2023-07-18,0,0,0,4,8,2,4,2,2
2023-07-19,0,0,2,0,16,0,15,16,5
2023-07-20,0,0,0,0,11,0,9,5,2
2023-07-21,0,3,0,0,9,0,2,5,0
2023-07-22,0,0,0,0,18,1,10,2,0
2023-07-23,0,0,1,0,12,0,1,9,10
2023-07-24,0,5,3,4,9,1,29,8,1
2023-07-25,0,4,0,4,9,1,8,0,0
2023-07-26,0,0,4,2,15,4,6,13,9
2023-07-27,0,0,0,6,24,5,20,9,5
2023-07-28,0,0,1,4,48,2,21,9,1
2023-07-29,4,4,4,6,38,2,33,47,19
2023-07-30,0,0,0,4,29,3,27,14,4
2023-07-31,0,2,0,7,20,2,14,13,5
2023-08-01,4,3,6,8,26,3,11,28,15
2023-08-02,0,4,1,3,18,0,2,14,5
2023-08-03,0,0,3,11,10,2,11,28,2
2023-08-04,1,0,1,2,14,10,6,12,7
2023-08-05,0,0,0,0,12,2,19,20,6
2023-08-06,0,3,9,1,32,8,19,10,6
2023-08-07,0,0,0,8,16,12,11,9,0
2023-08-08,0,1,3,5,23,5,27,36,11
2023-08-09,0,0,6,5,27,6,13,14,16
2023-08-10,0,0,4,0,17,0,21,14,4
2023-08-11,0,0,2,0,21,2,2,10,0
2023-08-12,0,1,4,0,19,1,7,19,3
2023-08-13,0,0,5,5,22,8,30,25,17
2023-08-14,0,0,5,1,35,4,29,29,10
2023-08-15,0,2,0,8,24,1,17,13,5
2023-08-16,3,0,7,6,11,5,23,27,16
2023-08-17,0,0,4,0,20,5,10,1,1
2023-08-18,0,4,6,1,16,2,17,6,3
2023-08-19,0,0,0,3,22,3,22,36,7
2023-08-20,0,0,1,3,31,3,19,19,6
2023-08-21,0,0,0,0,11,4,13,13,0
